Name,Address,Bedroom,Bathroom,Total_area,Price
Dijual Apartement Taman Anggrek 2BR Tower 5 Lantai Rendah,"Grogol Petamburan, Jakarta Barat",2,2,88 m²," 1,500,000,000"
Apartment Full Furnished Tokyo Riverside,"Pantai Indah Kapuk, Jakarta Utara",2,1,40 m²," 775,000,000"
"Apartemen Murah di Permata Senayan Jl Palmerah Selatan, Tanah Abang","Tanah Abang, Jakarta Pusat",4,4,153 m²," 927,000,000"
"Dijual Apartemen French Walk tower Lourdes, Kelapa Gading","Kelapa Gading, Jakarta Utara",3,2,110 m²," 2,100,000,000"
Sailendra Apartement 4Br Bagus Sekali Lokasi Strategis Akses Mudah,"Kuningan, Jakarta Selatan",4,4,333 m²," 14,500,000,000"
"JUAL RUGI APARTEMEN MADISON PARK, TANJUNG DUREN, JAKARTA BARAT","Tanjung Duren, Jakarta Barat",1,1,30 m²," 900,000,000"
"JUAL MURAH APARTEMEN MEDITERANIA, TANJUNG DUREN, JAKARTA BARAT","Tanjung Duren, Jakarta Barat",2,1,43 m²," 800,000,000"
Apartemen Oak Tower Fully Furnished Tower A,"Pulo Gadung, Jakarta Timur",2,1,43 m²," 700,000,000"
Dijual Apartement Taman Anggrek 2BR Tower 5 Lantai Rendah,"Grogol Petamburan, Jakarta Barat",2,2,88 m²," 1,500,000,000"
Jual Sewa Apartemen Taman Anggrek Condo Renovasi Total,"Grogol Petamburan, Jakarta Barat",2,1,88 m²," 1,980,000,000"
Apartment Full Furnished Tokyo Riverside,"Pantai Indah Kapuk, Jakarta Utara",2,1,40 m²," 775,000,000"
For Sale Apartmen Capitol Park Salemba Tower Sapphire,Jakarta Pusat,1,1,28 m²," 790,000,000"
Dijual Murah Apartemen Sentra Timur 2BR Cakung Jakarta Timur dekat TOL,"Cakung, Jakarta Timur",2,1,36 m²," 275,000,000"
Dijual Murah 2br A.16 Unfurnish All in Apartemen Bassura City Jaktim,"Cipinang, Jakarta Timur",2,1,34 m²," 544,900,000"
Apartemen 1Park Avenue 3BR Unit Paling Favorite Fully Furnished Nego,"Gandaria Utara, Jakarta Selatan",3,2,177 m²," 7,500,000,000"
Dijual Apartment Emerald TB.Simatupang 3+1BR,"Cilandak, Jakarta Selatan",4,3,176 m²," 3,800,000,000"
Apartment Springhill Terrace Sandalwood,"Kemayoran, Jakarta Pusat",4,3,99 m²," 1,850,000,000"
Edisi Turun Harga Jual Cepat Apartemen BASSURA CITY-2br 21.A (BU),"Cipinang, Jakarta Timur",2,1,34 m²," 533,900,000"
Apt Puri Mansion tower Beryl,"Kembangan, Jakarta Barat",1,1,37 m²," 650,000,000"
Siap Huni Apartemen 2 Br Southgate Tower Prime Jakarta Selatan,"TB Simatupang, Jakarta Selatan",2,2,86 m²," 3,000,000,000"
Apartemen Central Park,"Tanjung Duren, Jakarta Barat",1,1,44 m²," 1,500,000,000"
"Apartemen 2 Kamar, Furnished, Di The Pavilion Area Tanah Abang","Tanah Abang, Jakarta Pusat",2,1,73 m²," 2,700,000,000"
DIJUAL APARTEMEN MEWAH PERMATA HIJAU,Jakarta Selatan,4,3,126 m²," 3,800,000,000"
Dijual 2BR Bassura City Tower B Unfurnish View Swimming Pool Rp. 1.4 M Nego,"Jatinegara, Jakarta Timur",2,1,45 m²," 1,400,000,000"
Apartment murah Ambasador2 Kuningan Jakarta Selatan,"Kuningan, Jakarta Selatan",2,1,98 m²," 1,500,000,000"
Dijual Apartemen di Apartemen Permata Senayan Palmerah,"Tanah Abang, Jakarta Pusat",2,1,81 m²," 980,000,000"
"Dijual Apartemen St Regis Residences 3+1 BR (373 Sqm) TIMUR MENTENG 26,5 M NETT","Kuningan, Jakarta Selatan",3,4,373 m²," 26,500,000,000"
"Apartemen Denpasar Residence 2BR+1 (84 m2) Full Furnished 2,9m","SetiaBudi, Jakarta Selatan",2,2,84 m²," 2,900,000,000"
Good Item 2br 38m2 Thp2 Green Bay Pluit Greenbay Minimalis Furnished,"Pluit, Jakarta Utara",2,1,38 m²," 480,000,000"
Apartemen Setiabudi Sky Garden dipusat Jakarta harga sangat terjangkau,"SetiaBudi, Jakarta Selatan",2,2,93 m²," 2,683,980,000"
Di Jual Apartemen pancoran riverside,"Pengadegan, Jakarta Selatan",2,1,34 m²," 374,000,000"
DIJUAL Apartemen Gold Coast PIK Terrace Bahama 142m2 Semi Furnished,"Pantai Indah Kapuk, Jakarta Utara",4,3,142 m²," 7,000,000,000"
APARTEMET DIJUAL PIK UKURAN 142M2 VIEW POOL SEMI FURNISHED LANTAI MARB,"Pantai Indah Kapuk, Jakarta Utara",4,4,142 m²," 7,000,000,000"
Brand New Apartemen Promo 24x Flat Installment Verde Two Kuningan Dijual Murah,"Kuningan, Jakarta Selatan",3,3,230 m²," 12,200,000,000"
Dijual Apartemen Pearl Garden  Gatot Subroto,"Gatot Subroto, Jakarta Selatan",2,2,200 m²," 8,500,000,000"
Jual Apartemen Denpasar Residence 2 Bedroom Lantai Tinggi Furnished,"Kuningan, Jakarta Selatan",2,1,75 m²," 2,500,000,000"
Dijual Apartemen Capitol Park Salemba,"Senen, Jakarta Pusat",1,1,27 m²," 770,000,000"
"APARTMENT MITRA OASIS TOWER, Senen : Exposed By The Modern Views","Senen, Jakarta Pusat",3,3,97 m²," 1,390,000,000"
Di Jual Apartemen pancoran riverside,"Pengadegan, Jakarta Selatan",2,1,34 m²," 374,000,000"
DIJUAL APARTMENT CITY PARK GANDENG CENGKARENG - JAKARTA BARAT,"Cengkareng, Jakarta Barat",3,2,66 m²," 450,000,000"
D jual town house city resort cengkareng,"Cengkareng, Jakarta Barat",3,2,60 m²," 800,000,000"
"Luxury Penthouse 4 Kamar Furnish di Regent Residences, Jakarta Selatan","Karet Semanggi, Jakarta Selatan",4,3,506 m²," 43,000,000,000"
Dijual Apartemen Cantik Wesling Kedoya Siap Huni -  Fully Furnished,"Kedoya, Jakarta Barat",3,2,122 m²," 1,700,000,000"
Apartement Casa Grande Residence 3BR Private Lift,Jakarta Selatan,3,2,160 m²," 4,000,000,000"
Dijual Apartemen Aston Rasuna 3BR Furnished View Pool by Asik Property,"SetiaBudi, Jakarta Selatan",3,2,90 m²," 1,700,000,000"
Dijual Murah Apartemen Mediterania Lagoon Kemayoran Jakarta Pusat,"Kemayoran, Jakarta Pusat",3,2,100 m²," 1,600,000,000"
APARTEMEN GREEN PRAMUKA CITY 2 BR FULL FURNISHED LANTAI 5 TOWER CHRYSANT,"Cempaka Putih, Jakarta Pusat",2,1,33 m²," 370,000,000"
Jual Apartemen City Loft Sudirman Semi Furnished Lantai Tinggi,"Karet Tengsin, Jakarta Pusat",1,1,86 m²," 2,000,000,000"
"Apartemen Ancol Mansion 2 BR Fully Furnished View Laut, Jakut","Ancol, Jakarta Utara",2,2,122 m²," 1,900,000,000"
Dijual Apartment Essence Darmawangsa Jakarta Selatan  - 4+1 BR,"Kebayoran Baru, Jakarta Selatan",4,3,309 m²," 13,000,000,000"
Apartemen Puri Mansion Jakarta Barat,"Kembangan, Jakarta Barat",1,1,37 m²," 850,000,000"
"Apartemen Semanggi Jakarta Pusat, 1bedroom, fullyfurnished","Tanah Abang, Jakarta Pusat",1,1,50 m²," 900,000,000"
Apartemen Sunter Icon 2BR,"Sunter, Jakarta Utara",2,1,46 m²," 650,000,000"
APARTMENT SENAYAN RESIDENCE,"Senayan, Jakarta Selatan",3,4,252 m²," 11,000,000,000"
Jual Apartemen Setiabudi Sky Garden 1 Bedroom Lantai Tinggi Furnished,"SetiaBudi, Jakarta Selatan",2,1,79 m²," 2,750,000,000"
Di Jual Kosongan Apartemen Puri Park View Tower C ( Cash Keras Only ),"Kembangan, Jakarta Barat",2,1,35 m²," 395,000,000"
Jual Apertemen Exclusive Permata Hijau Residence  - 4 BR Furnished,"Permata Hijau, Jakarta Selatan",4,4,212 m²," 4,900,000,000"
2BR Furnished Apartemen Mediterania Garden 2 @ Mall Central Park,"Grogol Petamburan, Jakarta Barat",2,1,42 m²," 1,100,000,000"
JUAL Apartemen Signature Park Grande 2BR furnish lantai 10,Jakarta Selatan,2,1,49 m²," 1,150,000,000"
Apartemen Green Park View,"Cengkareng, Jakarta Barat",2,1,35 m²," 265,000,000"
Pacific Place Apartment - Kawasan SCBD Sudirman,"Sudirman, Jakarta Selatan",4,4,500 m²," 40,000,000,000"
Nice Studio Unit  Furnished Menteng Park,"Cikini, Jakarta Pusat",1,1,28 m²," 950,000,000"
"Apartement Siap Huni East Tower Di Sunter Icon, Sunter Jakarta Utara","Sunter, Jakarta Utara",3,2,45 m²," 900,000,000"
"Dijual Apartemen Gold Coast High Floor, Pantai Indah Kapuk, View Pulau","Pantai Indah Kapuk, Jakarta Utara",2,2,62 m²," 2,000,000,000"
Apartemen Grand Palace Kemayoran Lantai 9 Tower C Dijual,"Kemayoran, Jakarta Pusat",3,2,82 m²," 1,200,000,000"
Apartement Puri Mansion Dijual Murah,Jakarta Barat,2,1,82 m²," 550,000,000"
Apartemen Royal Mediterania Garden di Jak Bar 2 BR Furnish Siap Huni Negotiable,"Tanjung Duren, Jakarta Barat",2,1,53 m²," 1,550,000,000"
FOR SALE NEW APARTMENT VERY NEAR MRT BENDUNGAN HILIR,"KH Mas Mansyur, Jakarta Pusat",2,1,64 m²," 4,000,000,000"
THE ELEMENT Apartemen suite tipe 2 BR at Epicentrum Kuningan - Danny Daniel,"Kuningan, Jakarta Selatan",2,2,107 m²," 4,778,543,000"
Apartemen The Newton 1 Siap Huni Lokasi Pusat Kota Kuningan Best Price,"Kuningan, Jakarta Selatan",1,1,23 m²," 1,378,346,017"
Jual Murah Apartemen Sherwood,"Kelapa Gading, Jakarta Utara",4,3,143 m²," 3,200,000,000"
Unit 85m Di Apartemen French Walk MOI Kelapa Gading,"Kelapa Gading, Jakarta Utara",3,2,85 m²," 1,300,000,000"
Dijual murah Apartemen Greenbay Pluit 2br Furnish,"Penjaringan, Jakarta Utara",2,1,35 m²," 350,000,000"
apartemen green bay Pluit tower b dua kamar lepas cepat,"Pluit, Jakarta Utara",2,1,35 m²," 365,000,000"
Dijual BU 3BR Bellagio Residence Semi Furnish Tower A Good View Rp. 1.7M,"SetiaBudi, Jakarta Selatan",3,2,100 m²," 1,700,000,000"
Dijual Apartemen the mansion kemayoran,"Sunter, Jakarta Utara",2,1,70 m²," 1,650,000,000"
"Apartemen Regatta Tower London, Mewah, Termurah",Jakarta Utara,3,3,150 m²," 4,750,000,000"
Jual murah ancol mansion apartemen jakarta utara,"Ancol, Jakarta Utara",2,1,66 m²," 650,000,000"
Dijual Apartemen Gading Mediterania Residence View Kolam,"Kelapa Gading, Jakarta Utara",2,1,37 m²," 585,000,000"
JUAL Apartemen Gading Nias tipe 2 Kamar Furnished Mewah SHM,"Kelapa Gading, Jakarta Utara",2,1,35 m²," 235,000,000"
Dijual Apartemen Studio Bassura City 7FUF,"Jatinegara, Jakarta Timur",1,1,21 m²," 300,000,000"
Jual BU Apartemen Sudirman Hill 2BR Murah Nego,Jakarta Pusat,2,1,73 m²," 2,000,000,000"
Apartemen Grand Palm Residences 2BR Furnished Selangkah Ke Glc,"Duri Kosambi, Jakarta Barat",2,1,35 m²," 465,000,000"
"Dijual Apartemen Furnished dibawah harga pasaran di Gandaria, Kebayoran Lama","Kebayoran Lama, Jakarta Selatan",3,2,177 m²," 6,250,000,000"
"Dijual Apartemen Sudirman Suites 1 BR (Size 42,53 Sqm) TERMURAH 1,5 MILYAR NETT","Bendungan Hilir, Jakarta Pusat",1,1,42 m²," 1,500,000,000"
2BR Furnished Apartemen Mediterania Garden 2 @ Mall Central Park,"Grogol Petamburan, Jakarta Barat",2,1,42 m²," 875,000,000"
dijual apartemen bassura tower cattleya,"Jatinegara, Jakarta Timur",2,1,34 m²," 715,000,000"
Termurah    The Lavande Residence 3BR,"Tebet, Jakarta Selatan",4,3,90 m²," 1,800,000,000"
APARTMENT CIBUBUR,"Cibubur, Jakarta Timur",2,1,32 m²," 350,000,000"
Apartemen Bassura City Connect to Mall- A.16 2kamar- Harga Nego0,"Cipinang, Jakarta Timur",2,1,34 m²," 545,110,000"
Apartemen Bassura City murah di Jakarta,"Cipinang, Jakarta Timur",2,1,34 m²," 475,000,000"
Apartemen mewah Golfhill Terraces Pondok Indah,"Pondok Indah, Jakarta Selatan",3,3,182 m²," 6,500,000,000"
For Sale Apartemen Nirvana Kemang Jakarta Selatan,"Kemang, Jakarta Selatan",3,3,348 m²," 7,000,000,000"
Dijual Apartemen Taman Rasuna Tower 18,"Kuningan, Jakarta Selatan",2,1,74 m²," 1,500,000,000"
Di Jual Apartment Fountain Park Griya Pancoran,"Pancoran, Jakarta Selatan",2,2,133 m²," 2,000,000,000"
Tamansari Sudirman Studio 29m2 Full Furnished and Strategic Location,"SetiaBudi, Jakarta Selatan",1,1,29 m²," 650,000,000"
Jual Apartement Pluit Sea View Semi Furnished,"Pluit, Jakarta Utara",3,2,55 m²," 500,000,000"
Dijual Apartemen Menteng Eksekutif Jakarta Pusat,"Menteng, Jakarta Pusat",2,2,132 m²," 2,700,000,000"
"JUAL Apartemen Signature Park,Tebet 2BR furnish view pool",Jakarta Selatan,2,1,40 m²," 999,000,000"
jual apt pluit sea view : tower maldive,"Pluit, Jakarta Utara",3,2,56 m²," 430,000,000"
"Apartemen Type Studio di Casablanca East Residence, Duren Sawit Jaktim","Duren Sawit, Jakarta Timur",1,1,24 m²," 200,000,000"
Apartemen pesona bahari mangga dua,"Penjaringan, Jakarta Utara",3,2,115 m²," 1,490,000,000"
Vky-Dijual Apartemen Menteng Park Tower Saphire Furnish Studio,"Menteng, Jakarta Pusat",1,1,33 m²," 1,100,000,000"
APARTEMEN ST MORITZ AMBASSADOR LANTAI 28 FULLY FURNISHED,"Puri Indah, Jakarta Barat",4,3,134 m²," 3,400,000,000"
Jual Murah Apartemen Dharmawangsa Residence 3BR (320 sqm),"Kebayoran Baru, Jakarta Selatan",3,3,320 m²," 16,000,000,000"
Dijual Apartemen Di PIK 2 Tokyo Riverside,"Penjaringan, Jakarta Utara",1,1,21 m²," 250,000,000"
Dijual Cepat Apartemen Dilokasi Strategis Teluk Intan Murah,"Penjaringan, Jakarta Utara",2,1,35 m²," 300,000,000"
Dijual cepat apartemen casablanca mansion 3BR tebet jakarta selatan,"Casablanca, Jakarta Selatan",3,2,78 m²," 1,700,000,000"
Apartemen Kuningan Place 2 bedroom,"Kuningan, Jakarta Selatan",2,1,62 m²," 890,000,000"
Apartemen Green View Pondok Indah 3 kamar.,"Pondok Indah, Jakarta Selatan",3,2,190 m²," 3,600,000,000"
Apartemen Setiabudi Sky Garden 2 Bedroom Unfurnish,"SetiaBudi, Jakarta Selatan",2,2,93 m²," 2,700,000,000"
Jual Apartemen Delta Cakung Jakarta Timur,"Cakung, Jakarta Timur",1,1,33 m²," 265,000,000"
Dijual 2BR + Maidroom The Lavande Residences Rp. 1.3 M nego,"Tebet, Jakarta Selatan",2,1,56 m²," 1,300,000,000"
APARTEMEN SUDIRMAN HILL STUDIO LANTAI SEDANG DI BENHIL JAKARTA PUSAT,"Tanah Abang, Jakarta Pusat",1,1,36 m²," 1,125,000,000"
Dijual Murah Menteng Park,"Menteng, Jakarta Pusat",1,1,28 m²," 950,000,000"
Apartemen Murah 2 Kamar Bagus Lokasi Strategis Di Apart Baywalk,"Penjaringan, Jakarta Utara",2,1,35 m²," 395,000,000"
"For Sale Apt Sudirman Park 3br Rp. 1,9 M Tower B Sudah Renovasi","Tanah Abang, Jakarta Pusat",4,3,78 m²," 1,900,000,000"
Apartemen kalibata city 3 kmr green palace tower lotus surat sdh SHM,"Kalibata, Jakarta Selatan",3,1,51 m²," 720,000,000"
APARTEMEN SUDIRMAN HILL TIPE STUDIO LANTAI SEDANG DI BENHIL JAKARTA PUSAT,"Tanah Abang, Jakarta Pusat",1,1,36 m²," 1,125,000,000"
DIJUAL 1 UNIT APARTEMEN DI PARAMA APARTEMEN JAKARTA SELATAN,"Cilandak, Jakarta Selatan",4,3,141 m²," 1,750,000,000"
Dijual Apartemen Sherwood Kelapa Gading Full Furnished,"Kelapa Gading, Jakarta Utara",2,2,94 m²," 2,200,000,000"
Apartemen Casa Grande Inklud Furnish,"Casablanca, Jakarta Selatan",3,2,88 m²," 3,300,000,000"
Termurah Apartemen Beverly Tower luas 90m Rp. 1.45M by Brigitta,"TB Simatupang, Jakarta Selatan",2,2,88 m²," 1,450,000,000"
Dijual Apartemen Thamrin Residence 2 BR,"Thamrin, Jakarta Pusat",2,2,65 m²," 1,550,000,000"
Jual Apartemen Gading Mediterania Residence area Kelapa gading,"Kelapa Gading Barat, Jakarta Utara",4,3,87 m²," 900,000,000"
Dijual Apartment ROXY MAS akses ke ITC ROXY MAS,"Gambir, Jakarta Pusat",4,3,100 m²," 1,600,000,000"
JUAL APARTEMEN THE KENSINGTON KELAPA GADING,"Kelapa Gading, Jakarta Utara",2,2,79 m²," 3,250,000,000"
Di Jual Apartement Studio Greenbay,"Pluit, Jakarta Utara",1,1,21 m²," 250,000,000"
"Apartemen Da Vinci , Jakarta Pusat","Tanah Abang, Jakarta Pusat",4,4,386 m²," 22,000,000,000"
Dijual Apartemen Pavilion View Sudirman,Jakarta Pusat,3,2,142 m²," 4,200,000,000"
Apartemen Sudirman Mansion 3 bedrooms Murah dan Bagus,"Sudirman, Jakarta Selatan",3,2,145 m²," 5,100,000,000"
Apartemen Grand Palace Kemayoran,"Kemayoran, Jakarta Pusat",3,3,71 m²," 591,000,000"
apartemen Gading Mediterania Kelapa Gading,"Kelapa Gading, Jakarta Utara",2,1,36 m²," 600,000,000"
Dijual - Apartemen Kempinski,"Thamrin, Jakarta Pusat",2,2,126 m²," 4,350,000,000"
Dijual Apartemen harga Murah di Riverside Muara Karang PLuit,"Muara Karang, Jakarta Utara",3,3,157 m²," 2,000,000,000"
Dijual Apartemen Ambassador,"SetiaBudi, Jakarta Selatan",2,2,108 m²," 1,600,000,000"
Jual Cepat Apartemen Murah Type 2BR Di Sudirman Hill Residence Karet Tengsin,"Tanah Abang, Jakarta Pusat",2,1,67 m²," 2,500,000,000"
Exclusive Apartment Complex  Essence Darmawangsa Jakarta Selatan,"Kebayoran Baru, Jakarta Selatan",2,1,65 m²," 2,200,000,000"
Unit 73m Bagus Furnish Di Apartemen Gading Mediterania,"Kelapa Gading, Jakarta Utara",3,2,73 m²," 975,000,000"
APARTEMEN KALIBATA CITY GREEN PALACE 2BR SHM FULL FURNISH LUX MURAH SPESIAL,"Kalibata, Jakarta Selatan",2,1,35 m²," 452,000,000"
"Dijual Apartment Murah Gading Nias, Kelapa Gading","Kelapa Gading, Jakarta Utara",2,1,35 m²," 240,000,000"
Apartemen Kuningan Place - Jakarta Selatan,"Kuningan, Jakarta Selatan",2,1,70 m²," 2,000,000,000"
Dijual Apartemen Puri Casablanca Tebet Jakarta Selatan,"Casablanca, Jakarta Selatan",3,2,110 m²," 2,100,000,000"
Apartemen Pondok Indah Lexington Residence (DP 0%) Siap Huni,"Pondok Indah, Jakarta Selatan",2,2,80 m²," 1,760,000,000"
Apartemen Lexington Residence 1BR - Siap Huni Subsidi DP 10% (DP 0%),Jakarta Selatan,1,1,48 m²," 1,050,000,000"
JUAL Murah Banget Apartemen Tamansari Semanggi 2Bed furnish mewah Hook,"SetiaBudi, Jakarta Selatan",2,1,70 m²," 1,700,000,000"
Termurah  Apartemen Setiabudi Sky Garden 89m2,"Kuningan, Jakarta Selatan",2,2,89 m²," 2,800,000,000"
Apartemen Setiabudi Sky Garden Bagus,"SetiaBudi, Jakarta Selatan",2,2,93 m²," 3,900,000,000"
"For Sale Apartment Permata Hijau JakSel, Furnished, type 3+1BR","Permata Hijau, Jakarta Selatan",4,3,130 m²," 2,900,000,000"
Dijual Apartemen Springhill Tower Lavender,"Kemayoran, Jakarta Pusat",3,2,149 m²," 3,850,000,000"
Dijual cepat apartemen cervino village 1 kamar luas 54m,"Tebet, Jakarta Selatan",1,1,54 m²," 1,000,000,000"
"Jual / Sewa Apartemen The Newton 1 Ciputra World, Jakarta Selatan","Karet Semanggi, Jakarta Selatan",1,1,24 m²," 1,400,000,000"
DIJUAL APARTEMEN DI CASABLANCA,"Kuningan, Jakarta Selatan",3,2,57 m²," 400,000,000"
Apartemen Cantik Murah di Green Park View Rapi Baru Siap Huni 2 Bed Room,"Daan Mogot, Jakarta Barat",2,1,34 m²," 230,000,000"
Apartemen northland ancol,"Ancol, Jakarta Utara",2,1,41 m²," 580,000,000"
Dijual Apartement Taman Anggrek,"Grogol Petamburan, Jakarta Barat",2,2,88 m²," 2,100,000,000"
Apartemen Somerset Permata Hijau – 3 Bedroom Fully Furnished 30th Floor,"Permata Hijau, Jakarta Selatan",3,2,183 m²," 5,200,000,000"
Dijual Apartemen Sunter Park View Studio fully furnished Jakarta Utara,"Tanjung Priok, Jakarta Utara",1,1,25 m²," 300,000,000"
Dijual Apartemen Sunter Park View Studio fully furnished Jakarta Utara,"Tanjung Priok, Jakarta Utara",1,1,25 m²," 300,000,000"
"Fully Furnished 2 + 1 Bed 85m2, Middle Floor at Central Park Residence","Grogol Petamburan, Jakarta Barat",3,2,85 m²," 125,000,000"
Apartemen Brand New Savyasa Residence Dharmawangsa Kebayoran Baru Dijual Elite,"Kebayoran Baru, Jakarta Selatan",3,3,254 m²," 12,700,000,000"
Apartemen Dijual di Kebagusan City Jakarta Selatan 2 Bedroom,"Kebagusan, Jakarta Selatan",2,1,44 m²," 490,000,000"
Dijual cepat Gandeng apartemen green park view studio,"Daan Mogot, Jakarta Barat",3,2,55 m²," 600,000,000"
GREEN PRAMUKA 2 BEDROOM TIDUR NOFURNIS JUAL & BIAYA BALIK NAMA,"Cempaka Putih, Jakarta Pusat",2,1,33 m²," 330,000,000"
Apartment Mediterania Garden 2 tower Gardena type 2BR Semi Furnish,"Grogol Petamburan, Jakarta Barat",2,1,42 m²," 850,000,000"
apartemen green bay pluit tower f uk 42 m type dua kamar lepas cepat,"Pluit, Jakarta Utara",2,1,42 m²," 560,000,000"
Apartemen Kemang Village Tower Cosmo 3Br Rp. 4M,"Kemang, Jakarta Selatan",3,3,145 m²," 4,000,000,000"
Apartemen CBD Emporium Pluit Jakarta Utara,"Pluit, Jakarta Utara",3,2,63 m²," 1,700,000,000"
Nice 2BR Apt with Strategic Location At The Newton Apt Kuningan,"Kuningan, Jakarta Selatan",2,2,65 m²," 2,650,000,000"
Nice and Cozy 1BR Apt with Strategic Location   Pondok Indah Residence,"Pondok Indah, Jakarta Selatan",1,1,80 m²," 4,500,000,000"
Nice 2BR Apt with Strategic Location   Green View Apt Pondok Indah,"Pondok Indah, Jakarta Selatan",2,2,135 m²," 4,000,000,000"
Nice 2BR Apt with Strategic Location   Hampton Park Apartment,"Pondok Indah, Jakarta Selatan",2,2,97 m²," 2,600,000,000"
"Apartemen Amsterdam, Ciputra International, Rawa Buaya, Jakarta Barat","Rawa Buaya, Jakarta Barat",1,1,58 m²," 1,900,000,000"
"Bellagio Mansion, 3 bedroom 110 m2, view Ritz Calton, akses Kuningan dan Gatsu",Jakarta Selatan,3,2,111 m²," 3,400,000,000"
Apartemen Savyavasa Jakarta Selatan – Hunian Mewah Cocok untuk Investasi,"Kebayoran Baru, Jakarta Selatan",2,1,133 m²," 8,700,000,000"
Apartemen Bintaro Park View Siap Huni,"Pesanggrahan, Jakarta Selatan",1,1,22 m²," 454,888,000"
dijual 1 unit apartemen kalibata city type 2BR,"Kalibata, Jakarta Selatan",2,1,29 m²," 580,000,000"
DIJUAL CEPAT APARTEMENT THE MANSION 76m2,"Kemayoran, Jakarta Pusat",2,1,76 m²," 1,000,000,000"
Puri Park view 2BR,"Meruya Utara, Jakarta Barat",2,1,35 m²," 380,000,000"
Apartemen mewah Golfhill Terraces Pondok Indah,"Kebayoran Baru, Jakarta Selatan",3,3,182 m²," 6,500,000,000"
2 bedroom Cosmo Residence Thamrin City,"Tanah Abang, Jakarta Pusat",2,1,58 m²," 1,200,000,000"
"Taman anggrek condo, tower 5, lantai tinggi, best view, uf","Tanjung Duren, Jakarta Barat",2,1,88 m²," 2,000,000,000"
Dijual Cepat Apartemen 2BR Fully Furnished di Nifarro Park,"Pasar Minggu, Jakarta Selatan",2,1,51 m²," 1,250,000,000"
Apartemen Green Pramuka 2KT Lokasi Strategis,"Cempaka Putih, Jakarta Pusat",2,1,33 m²," 550,000,000"
Dijual Apartment District 8 Senopati 2 Bed Rooms,"Kebayoran Baru, Jakarta Selatan",2,2,153 m²," 9,000,000,000"
Dijual Apartment Ambassador Kuningan Jakarta Selatan,"Kuningan, Jakarta Selatan",3,3,110 m²," 2,600,000,000"
Dijual Apartemen The Mansion dukuh golf kemayoran UK 117m2,"Pademangan, Jakarta Utara",3,2,117 m²," 2,800,000,000"
Dijual cepat apartement the mansion dukuh golf kemayoran,"Pademangan, Jakarta Utara",2,1,76 m²," 1,500,000,000"
"Jual apartemen one park gandaria, type 3 BR tower B","Gandaria, Jakarta Selatan",3,3,138 m²," 3,800,000,000"
Menteng Park 2BR,"Cikini, Jakarta Pusat",2,1,72 m²," 3,000,000,000"
apartemen kuningan city,"Kuningan, Jakarta Selatan",2,1,60 m²," 1,850,000,000"
Dijual apartemen gading icon kelapa gading 2 kamar sudah SERTIFIKAT,"Pulo Gadung, Jakarta Timur",2,1,34 m²," 300,000,000"
APARTEMEN OAK TOWER 2 BR FURNISH,"Pulo Gadung, Jakarta Timur",2,1,42 m²," 650,000,000"
"Apartemen Gp plaza Slipi, Tipe Studio, 30m2, Full Furnished","Tanah Abang, Jakarta Pusat",1,1,30 m²," 725,000,000"
Dijual Apartemen Ciputra World 2 Tower Orchard 1 BR Fully Furnished,"Kuningan, Jakarta Selatan",1,1,52 m²," 2,400,000,000"
Dijual The Mansion Kemayoran type 1 br lantai tinggi furnish View Golf,"Pademangan, Jakarta Utara",1,1,57 m²," 775,000,000"
Dijual Aprtment Cempaka Mas,"Kemayoran, Jakarta Pusat",2,1,74 m²," 750,000,000"
Hot Item Murah 2BR Madison Park Unfurnish Bersih Nyaman Terawat,"Tanjung Duren, Jakarta Barat",2,1,49 m²," 1,000,000,000"
Puri Park view 2BR,"Meruya Utara, Jakarta Barat",2,1,35 m²," 380,000,000"
2 bedroom Cosmo Residence Thamrin City,"Tanah Abang, Jakarta Pusat",2,1,58 m²," 1,200,000,000"
DIJUAL CEPAT APARTEMENT THE MANSION 76m2,"Kemayoran, Jakarta Pusat",2,1,76 m²," 1,000,000,000"
Apartemen Green Pramuka 2KT Lokasi Strategis,"Cempaka Putih, Jakarta Pusat",2,1,33 m²," 550,000,000"
"Taman anggrek condo, tower 5, lantai tinggi, best view, uf","Tanjung Duren, Jakarta Barat",2,1,88 m²," 2,000,000,000"
Apartemen Citylofts Jakarta Dijual,Jakarta Pusat,1,2,86 m²," 1,950,000,000"
JUAL CEPAT BU EMPIRE TOWER KEMANG VILLAGE,"Kemang, Jakarta Selatan",3,2,132 m²," 2,800,000,000"
Best Price Dijual Bassura City Lantai Rendah 2Br Unfunish Rp 480Juta nego,"Cipinang, Jakarta Timur",2,1,33 m²," 480,000,000"
Harga Paling Murah 4bed+Study Room Size 385m2 Furnished di Pakubuwono Signature,"Kebayoran Baru, Jakarta Selatan",4,4,385 m²," 19,500,000,000"
Apartemen Ascott Jakarta Pusat,"Tanah Abang, Jakarta Pusat",3,2,162 m²," 4,250,000,000"
DIJUAL APARTEMEN TRANSPARK CIBUBUR,"Cibubur, Jakarta Timur",1,1,22 m²," 500,000,000"
Dijual Low Rise Apartment di Kebayoran Baru. Jarak jalan kaki ke SCBD,"Kebayoran Baru, Jakarta Selatan",2,2,149 m²," 5,500,000,000"
"Dijual Apartment Casa Grande, Unit bagus dan nyaman, harga Nego","Tebet, Jakarta Selatan",3,2,156 m²," 5,800,000,000"
