Name,Address,Bedroom,Bathroom,Total_area,Price
Dijual Apartemen Green Palace Signature Kalibata Siap Huni,"Kalibata, Jakarta Selatan",1,1,35 m²," 450,000,000"
Dijual Apartemen Daerah Menteng Lokasi Strategis View Monas,"Menteng, Jakarta Pusat",2,1,64 m²," 3,000,000,000"
Dijual apartemen pearl garden semanggi. 2 bedroom,"Gatot Subroto, Jakarta Selatan",2,2,123 m²," 4,200,000,000"
Apartemen premiun dekat SCBD harga termurah,"Kebayoran Lama, Jakarta Selatan",3,2,91 m²," 1,300,000,000"
Apartemen tengah kota harga murah dengan 2 kamar,"Cempaka Baru, Jakarta Pusat",2,1,33 m²," 510,000,000"
Jual Apartemen Green Bay Pluit studio kosong,"Penjaringan, Jakarta Utara",1,1,21 m²," 240,000,000"
APARTEMEN MURAH KELAPA GADING 2 KAMAR KOSONG LANTAI RENDAH.,"Kelapa Gading, Jakarta Utara",2,1,35 m²," 215,000,000"
Dijual CEPAT Tipe Studio Apartemen  Taman Anggrek Residence,Jakarta Barat,1,1,26 m²," 825,000,000"
"(GA20303-CS) DIJUAL : APARTEMEN WINDSOR TOWER 1 LT29 FULL FURNISH, JAKARTA BARAT","Puri Indah, Jakarta Barat",3,3,186 m²," 6,000,000,000"
Apartemen Tower Terbaru Menara Jakarta Mewah Dekat Pintu Toll & Jiexpo View City,"Kemayoran, Jakarta Pusat",3,2,76 m²," 1,350,000,000"
JUAL CEPAT APARTEMEN GADING NIAS 2 KAMAR FURNISH SERTIFIKAT,"Kelapa Gading, Jakarta Utara",2,1,35 m²," 270,000,000"
Dijual murah apartemen Green pramuka city type Studio,"Cempaka Putih, Jakarta Pusat",1,1,21 m²," 320,000,000"
APARTEMEN ELPIS RESIDENCE GUNUNG SAHARI LOKASI STRATEGIS 2 KAMAR FF..,"Sawah Besar, Jakarta Pusat",2,1,42 m²," 750,000,000"
APARTEMEN MEDIT BOULEVARD KEMAYORAN DIJUAL 2 KAMAR FURNISH,"Kemayoran, Jakarta Pusat",2,1,45 m²," 500,000,000"
Dijual 2BR Apartemen Taman Anggrek 88M2,Jakarta Barat,2,1,88 m²," 1,600,000,000"
"Apartemen Dijual The Mansion, Luas 70 Meter, Kode :18003 Dj","Kemayoran, Jakarta Pusat",2,1,70 m²," 1,000,000,000"
Apartemen Tower Baru Springhill Royale Suite Kemayoran View Golf Dekat Tol DP 0%,"Sunter Agung, Jakarta Utara",3,3,185 m²," 1,322,000,000"
Jual Murah apartement di Kebayoran Baru Jakarta Selatan,"Kebayoran Baru, Jakarta Selatan",1,62 m²,185 m²," 1,250,000,000"
Apartemen Springhill Kemayoran Tower Baru View Golf Balkon Besar DP 0%,"Kemayoran, Jakarta Pusat",3,3,185 m²," 1,000,000,000"
"Apartemen Dijual The Mansion, Furnish, Luas 90 Meter, Kode :17829 Si","Kemayoran, Jakarta Pusat",3,2,90 m²," 1,500,000,000"
dijual murah mewah apartemen di puri indah jakarta barat siap huni dp 0%,"Cengkareng, Jakarta Barat",2,2,70 m²," 1,755,000,000"
DIJUAL CEPAT MURAH APARTEMEN GADING NIAS TOWER A.,"Kelapa Gading, Jakarta Utara",2,1,35 m²," 200,000,000"
"Apartemen Green Bay Condominium,Tower K.Lt.11- Jakarta Utara",Jakarta Barat,2,1,75 m²," 1,250,000,000"
APARTEMEN GADING NIAS 2 KAMAR SEMI FURNISH SERTIFIKAT.,"Kelapa Gading, Jakarta Utara",2,1,35 m²," 260,000,000"
"Di jual super murah aperemen di pusat kota jakarta, tower atas mall","Cempaka Putih, Jakarta Pusat",2,1,34 m²," 535,000,000"
Apartemen Jakarta Selatan,"Tanjung Barat, Jakarta Selatan",1,2,45 m²," 2,072,300,000"
APARTEMENSTUDIO KELAPA GADING MURAH SERTIFIKAT FULL RENOVASI SIAP HUNI,"Kelapa Gading, Jakarta Utara",1,1,21 m²," 200,000,000"
APARTEMEN STUDIO LOKASI KELAPA GADING FURNISH SERTIFIKAT.,"Kelapa Gading, Jakarta Utara",1,1,21 m²," 175,000,000"
DIJUAL APARTEMEN GREEN CENTRAL CITY GLODOK STRATEGIS.,"Taman Sari, Jakarta Barat",1,1,40 m²," 675,000,000"
Apartemen Springhill Residence Kemayoran 1BR Balkon Besar View City Dekat GOLF,"Kemayoran, Jakarta Pusat",1,1,79 m²," 1,600,000,000"
APARTEMEN MEDIT BOULEVARD KEMAYORAN 2 KAMAR FURNISH LT RENDAH,"Kemayoran, Jakarta Pusat",2,1,36 m²," 440,000,000"
Apartemen Woodland Woodland Park Residence Murah,"Kalibata, Jakarta Selatan",2,1,39 m²," 950,000,000"
DIJUAL RUGI APARTEMEN OSAKA TIPE STUDIO TERMURAH,"Pantai Indah Kapuk, Jakarta Utara",1,1,14 m²," 185,000,000"
Dijual Apartemen 2BR View Pool Kalibata City Jakarta Selatan,"Kalibata, Jakarta Selatan",2,1,33 m²," 475,000,000"
APARTEMEN STRATEGIS TENGAH KOTA HIBURAN LENGKAP GLODOK 1 KAMAR,"Taman Sari, Jakarta Barat",1,1,40 m²," 675,000,000"
DIJUAL APARTEMEN RIVERSIDE PIK2 2BR UK 36M2 MURAH,"Pantai Indah Kapuk, Jakarta Utara",2,1,36 m²," 470,000,000"
(GA15524-HR)DIJUAL : APARTEMEN CENTRAL PARK TWR ADALINE LT19 SIAP NEGO DI JAKBAR,"Tanjung Duren, Jakarta Barat",1,1,44 m²," 1,500,000,000"
Dijual Apartemen Grand Central City Jakarta Barat (Full furnish),"Taman Sari, Jakarta Barat",2,1,47 m²," 1,100,000,000"
APARTEMEN MEDITERANIA 2 KAMAR FURNISH DIJUAL SERTIFIKAT VIEW KOLAM,"Kemayoran, Jakarta Pusat",2,1,36 m²," 475,000,000"
"Pacific Place Residence Cheapest At Scbd, 4 Br, 500 Sqm, Direct Owner, Get Best","Sudirman, Jakarta Selatan",4,5,500 m²," 31,000,000,000"
"(GA15695-HR)DISEWA : Apt Teluk Intan Twr Sapphire Lt18, Jakarta Utara","Penjaringan, Jakarta Utara",2,1,37 m²," 25,000,000"
APARTEMEN STUDIO KELAPA GADING FURNISH SERTIFIKAT LT RENDAH,"Kelapa Gading, Jakarta Utara",1,1,21 m²," 175,000,000"
Apartemen the aspen residence fatmawati furnish siap huni mewah nego,"Cilandak, Jakarta Selatan",4,3,137 m²," 3,500,000,000"
Apartemen eastpark jakarta timur,"Klender, Jakarta Timur",2,1,33 m²," 200,000,000"
Apartemen Springhill Jakarta Pusat 3 BR Furnish Balkon Besar DEKAT GOLF & TOLL,"Kemayoran, Jakarta Pusat",4,3,192 m²," 3,000,000,000"
"Apartemen Dijual Menteng Park,Full Furnish,Luas 32 Meter,Kode :17630","Menteng, Jakarta Pusat",1,1,32 m²," 1,200,000,000"
apartemen hampton park fully furnish siap huni 2 bed room jaksel,"Cilandak, Jakarta Selatan",2,1,58 m²," 1,400,000,000"
"(GA20372-CS) DIJUAL : APARTEMEN THE MANSION TWR BOUGENVILLE LT 30, JAKARTA PUSAT","Kemayoran, Jakarta Pusat",1,1,33 m²," 525,000,000"
"(GA20325-CS) DIJUAL : APARTEMEN NEO SOHO CENTRAL PARK LT 27, JAKARTA BARAT","Tanjung Duren, Jakarta Barat",1,1,123 m²," 5,100,000,000"
2BR Apartemen Woodland Park Residence di Kalibata,"Kalibata, Jakarta Selatan",2,1,39 m²," 1,600,000,000"
Apartemen Springhill Royale Residence Kemayoran 3BR dekat toll & golf blkon luas,"Kemayoran, Jakarta Pusat",4,3,192 m²," 3,200,000,000"
APARTEMEN GADING NIAS MURAH 2 KAMAR KOSONGAN SERTIFIKAT,"Kelapa Gading, Jakarta Utara",2,1,35 m²," 220,000,000"
Apartemen Jakarta Selatan,"Tanjung Barat, Jakarta Selatan",2,2,103 m²," 2,999,100,000"
Jual Apartemen Jakarta Utara - PIK 2 Tokyo Riverside,"Penjaringan, Jakarta Utara",2,1,36 m²," 600,000,000"
"Botanica For sale at Jakarta Selatan, 3 Br, 225 Sqm, well maintained un","Kebayoran Lama, Jakarta Selatan",3,4,225 m²," 10,500,000,000"
"APARTEMEN MURAH 2 KAMAR, LOKASI STRATEGIS KELAPA GADING.","Kelapa Gading, Jakarta Utara",2,1,35 m²," 185,000,000"
"Apartemen 2 BR Siap Huni Fully Furnish+Elektronik, hanya dengan Rp 5jt","Pulo Gadung, Jakarta Timur",2,1,42 m²," 774,813,000"
"Dijual Apartemen The Elements , 3 BR+ Fully Furnished Baru Seperti di Foto","Kuningan, Jakarta Selatan",3,2,141 m²," 5,800,000,000"
"Jual Apartemen The Elements, 2br, Baru & fully furnished, tinggal bawa koper",Jakarta Selatan,2,2,83 m²," 3,600,000,000"
Apartemen baru Kensington Kelapa Gading lantai rendah,"Kelapa Gading, Jakarta Utara",3,3,79 m²," 3,000,000,000"
Di jual apartemen murah mewah puri indah jakarta barat tanpa dp fully furnish,"Cengkareng, Jakarta Barat",2,2,70 m²," 2,070,000,000"
APARTEMEN MURAH TIPE STUDIO KELAPA GADING NIAS FURNISH SERTIFIKAT,"Kelapa Gading, Jakarta Utara",1,1,21 m²," 180,000,000"
Apartemen The Mansion Jakarta Pusat Dekat Toll & Golf 2BR Furnish,"Kemayoran, Jakarta Pusat",2,1,74 m²," 1,200,000,000"
"Pakubuwono Menteng TERMURAH, Brand New, 3 BR, 260 Sqm, Direct Owner - YANI LIM 0","Menteng, Jakarta Pusat",4,3,260 m²," 15,800,000,000"
DIJUAL MURAH APARTMENT 2 BR L'AVENUE PANCORAN,"Pancoran, Jakarta Selatan",2,1,99 m²," 2,250,000,000"
LRT PREMIUM SUPERBLOCK - SAKURA GARDEN CITY Type 2 bedroom,"Cipayung, Jakarta Timur",2,1,66 m²," 1,550,000,000"
apartemen transpark cibubur 2 br furnish siap huni harga nego,"Cibubur, Jakarta Timur",2,1,45 m²," 1,095,000,000"
Jual Apartemen Studio (hemat) di Bassura City Full Furnished di lt 9,"Jatinegara, Jakarta Timur",1,1,21 m²," 403,000,000"
APARTEMEN GADING NIAS DIJUAL 2 KAMAR LANTAI RENDAH SERTIFIKAT.,"Kelapa Gading Barat, Jakarta Utara",2,1,35 m²," 215,000,000"
"FOR SALE Kemang Village Residence Mampang Prapatan, Jakarta Selatan","Kemang, Jakarta Selatan",1,1,38 m²," 1,300,000,000"
"Dijual ApartemenTyoe Studio 25, New Baileys Lagoon Tower A - Ciputat",Jakarta Selatan,1,1,25 m²," 380,000,000"
di jual apartemen mewah murah siap huni cengkareng jakarta barat deket bandara,"Cengkareng, Jakarta Barat",2,2,70 m²," 1,820,000,000"
Apartemen murah mewah rekomen cengkareng siap huni,"Cengkareng, Jakarta Barat",2,2,75 m²," 1,860,000,000"
di jual apartemen rekomen mewah puri indah jakarta barat full furnish interior,"Cengkareng, Jakarta Barat",2,2,70 m²," 2,115,000,000"
Di jual apartemen di Jakrata pusat murah full furnish,"Cempaka Putih, Jakarta Pusat",2,1,34 m²," 535,000,000"
DIJUAL CEPAT APARTEMEN GADING NIAS RESIDENCE KELAPA GADING.,"Kelapa Gading, Jakarta Utara",2,1,35 m²," 245,000,000"
Pakubuwono Spring,"Kebayoran Lama, Jakarta Selatan",2,2,170 m²," 7,500,000,000"
Pakubuwono Spring,"Kebayoran Lama, Jakarta Selatan",4,4,340 m²," 16,400,000,000"
"DIJUAL APARTMEN GOLD COAST, 51m2, View Swimming Pool","Pantai Indah Kapuk, Jakarta Utara",1,1,51 m²," 1,850,000,000"
"Apartemen Dijual Sunter Icon, Full Furnish, Luas 43 Meter, Kode :18292","Sunter, Jakarta Utara",2,1,43 m²," 880,000,000"
Northern Park Residence - Green Lake Sunter,"Sunter, Jakarta Utara",1,1,20 m²," 310,000,000"
"Apartemen Dijual Greenbay, Furnish, Luas 77 Meter, Kode :18419 Ta","Sunter, Jakarta Utara",2,2,77 m²," 1,500,000,000"
Apartemen di Menteng,"Menteng, Jakarta Pusat",2,1,33 m²," 450,000,000"
Apartemen di Pancoran Kalibata City Tower Raffles View Selatan,"Pancoran, Jakarta Selatan",2,1,35 m²," 950,000,000"
"Apartemen Dijual/Disewa Ancol Mansion,Luas 50 Meter,Kode :18408 Si/Yg","Ancol, Jakarta Utara",1,1,50 m²," 600,000,000"
JUAL CEPAT APART GADING NIAS 2 KAMAR SEMI FURNISH SERTIFIKAT HAK MILIK,"Kelapa Gading, Jakarta Utara",2,1,35 m²," 265,000,000"
JUAL CEPAT APARTEMEN SUPERBLOK MOI KELAPA GADING 2 KAMAR FULL FURNISH,"Kelapa Gading, Jakarta Utara",2,1,45 m²," 770,000,000"
JUAL APARTEMEN KELAPA GADING 2 KAMAR LANTAI RENDAH SIAP HUNI SHM,"Kelapa Gading, Jakarta Utara",2,1,35 m²," 250,000,000"
DIJUAL APARTEMEN TOKYO RIVERSIDE PIK2 STUDIO 21m2,"Pantai Indah Kapuk, Jakarta Utara",1,1,21 m²," 235,000,000"
APARTEMEN DIJUAL GOLD COAST VIEW BAGUS TERMURAH,"Pantai Indah Kapuk, Jakarta Utara",1,1,28 m²," 900,000,000"
Dijual & disewakan Apartemen Kensington Kelapa Gading Bellmont 23th floor,"Kelapa Gading, Jakarta Utara",2,1,9 m²," 3,600,000,000"
"Jual Aparetemen Modern Lt 38, Tokyo Riverside PIK 2","Penjaringan, Jakarta Utara",2,1,40 m²," 640,000,000"
"Apartemen Dijual Griya Pancoran, Luas 133 Meter, Kode :18358 Bn/Fd","Pancoran, Jakarta Selatan",2,2,133 m²," 2,000,000,000"
"Apartemen Dijual/Disewa Taman Anggrek, Luas 88 Meter,Kode :18288 Si/Fd","Grogol Petamburan, Jakarta Barat",2,1,88 m²," 1,500,000,000"
APARTMENT MURAH DP BISA DI CICIL 12 Bulan,"Cibubur, Jakarta Timur",2,1,44 m²," 800,000,000"
sewa unit apartemen taman rasuna,"SetiaBudi, Jakarta Selatan",2,2,79 m²," 8,500,000"
Dijual Apartemen Green Palace Tower Mawar Lt 10,"Kalibata, Jakarta Selatan",2,1,42 m²," 450,000,000"
"*Dijual Apartemen 2BR di Sunter Icon, Jakarta Utara*","Sunter, Jakarta Utara",2,1,48 m²," 750,000,000"
Sudirman Jakarta Selatan Apartemen Bagus Di Jual Cepat,Jakarta Selatan,3,3,147 m²," 7,500,000,000"
apartemen baru di Trans Park Cibubur,"Cibubur, Jakarta Timur",1,1,22 m²," 570,000,000"
Jual Cepat Taman Anggrek Residence Studio Lt.21,Jakarta Barat,1,1,26 m²," 900,000,000"
"Apartemen Dijual Ancol Mansion, Furnish, Luas 50 Meter, Kode :18414 Dj","Ancol, Jakarta Utara",1,1,50 m²," 725,000,000"
Jual Cepat Taman Anggrek Residence Studio Lt.21,Jakarta Barat,1,1,26 m²," 900,000,000"
APARTEMEN KELAPA GADING 2 KAMAR SIAP HUNI / DISEWAKAN NON FURNISH SHM,"Kelapa Gading, Jakarta Utara",2,1,35 m²," 255,000,000"
"Dijual sisa 1 unit Tanjung Barat Cluster, Apart House, Jakarta Selatan","Tanjung Barat, Jakarta Selatan",2,2,50 m²," 1,084,000,000"
Dijual Apartemen di Wisma Gading Permai,"Kelapa Gading, Jakarta Utara",2,1,46 m²," 725,000,000"
"Apartemen Dijual Aston Marina Ancol, Luas 45 Meter, Kode :18072 Ha/Jm","Ancol, Jakarta Utara",1,1,45 m²," 450,000,000"
Taman Anggrek Residences,Jakarta Barat,2,1,99 m²," 2,310,000,000"
Apartemen Sentra Timur Residence Cakung Jakarta Timur,"Cakung, Jakarta Timur",1,1,30 m²," 285,000,000"
Dijual Apartemen Thamrin City Full Furnish,"Thamrin, Jakarta Pusat",2,1,57 m²," 1,800,000,000"
Danmogot city jakarta barat,"Daan Mogot, Jakarta Barat",1,1,25 m²," 700,000,000"
CONDOTEL TERMURAH LOKASI ANCOL VIEW CITY FURNISH SIAP DISEWAKAN,"Ancol, Jakarta Utara",1,1,45 m²," 390,000,000"
DIJUAL SUNTER PARK VIEW 2 KAMAR HOOK FULL FURNISH SERTIFIKAT,"Tanjung Priok, Jakarta Utara",2,1,36 m²," 465,000,000"
APARTEMEN 2 KAMAR KELAPA GADING FULL FURNISH SIAP HUNI ATAU DISEWAKAN,"Kelapa Gading, Jakarta Utara",2,1,35 m²," 290,000,000"
Dijual Studio Apartment Taman Anggrek Residence Lt.33,Jakarta Barat,1,1,26 m²," 1,000,000,000"
"Apartemen Dijual/Disewa Springhill Terrace,Luas 99 Meter,Kode :18077","Kemayoran, Jakarta Pusat",2,2,99 m²," 1,700,000,000"
Apartemen Pluit Sea View Studio Room Tower Belise Lt11 Hadap Laut,"Pluit, Jakarta Utara",1,1,24 m²," 380,000,000"
JUAL CEPAT APARTEMEN KELAPA GADING FULL FURNISH SERTIFIKAT HAK MILIK,"Kelapa Gading, Jakarta Utara",2,1,35 m²," 250,000,000"
DIJUAL APARTEMEN GREEN BEY 2BR FULL FURNISH TERUMAH,"Pluit, Jakarta Utara",2,1,35 m²," 330,000,000"
Apartemen Oasis Mitra Sarana,"Senen, Jakarta Pusat",4,3,299 m²," 3,500,000,000"
Dijual apartemen 2 kamar tidur dekat pusat Jakarta kota,"Kayu Putih, Jakarta Timur",2,1,42 m²," 800,000,000"
Apartemen mewah kelapa gading 2BR harga 700jt,"Kayu Putih, Jakarta Timur",2,1,42 m²," 770,000,000"
Dijual Apartemen Kelapa Nias,"Kelapa Gading Timur, Jakarta Utara",2,1,35 m²," 200,000,000"
Di jual Apartemen Sunter Park view Jln Laksamana Yos Sudarso Sunter Jkt Utara,"Sunter, Jakarta Utara",2,1,35 m²," 400,000,000"
"Apartemen Bassura City,Jakarta Timur,Strategis,Jual Rugi Murah Banget,Beli Yuk","Jatinegara, Jakarta Timur",2,1,34 m²," 475,000,000"
Apartemen paling laris di Jakarta barat,"Puri Indah, Jakarta Barat",2,1,65 m²," 800,000,000"
Green Park View JUAL  PRIMARY 2BR Twr F (FLAMBOYAN) masih ada 10 UNIT,"Cengkareng, Jakarta Barat",2,1,34 m²," 255,000,000"
Apartemen Mediterania Lagoon Jual Cepat Sudah Renov Siap Pakai,"Kemayoran, Jakarta Pusat",3,2,106 m²," 1,500,000,000"
Jual BU Cepat Apartemen Green Sedayu Tipe 1 Bedroom FULL FU,"Cengkareng Barat, Jakarta Barat",1,1,38 m²," 990,000,000"
Dijual Apartment Menteng Park,"Menteng, Jakarta Pusat",1,1,28 m²," 1,200,000,000"
Gandaria Heights Apartment 2 BR Fully Furnished,"Kebayoran Lama, Jakarta Selatan",2,2,94 m²," 2,750,000,000"
Jual Apartemen Green Bay Pluit 3 Kamar Furnish Bagus,"Penjaringan, Jakarta Utara",3,1,49 m²," 640,000,000"
Jual Apartemen Green Bay studio Furnish view City,"Penjaringan, Jakarta Utara",1,1,21 m²," 275,000,000"
Apartemen Signature Park Grande Cawang,"MT Haryono, Jakarta Selatan",2,1,42 m²," 1,050,000,000"
Gandaria Heights Apartment 2 BR Fully Furnished,"Kebayoran Lama, Jakarta Selatan",2,2,94 m²," 2,750,000,000"
Dijual Apartment Menteng Park,"Menteng, Jakarta Pusat",1,1,28 m²," 1,200,000,000"
Pakubuwono Residence,"Kebayoran Baru, Jakarta Selatan",4,4,536 m²," 30,000,000,000"
"Southgate by Sinarmas Land, dekat TB Simatupang, Jakarta Selatan",Jakarta Selatan,2,1,68 m²," 2,100,000,000"
Pakubuwono View,"Kebayoran Baru, Jakarta Selatan",2,2,153 m²," 4,600,000,000"
Pakubuwono Residence,"Kebayoran Baru, Jakarta Selatan",2,2,177 m²," 6,200,000,000"
jual Apartment 2BR di Holland Village Cempaka Putih Jakarta bisa nego,"Cempaka Putih, Jakarta Pusat",2,2,93 m²," 1,700,000,000"
"Dijual Apartemen The Elements , 2BR+ Siap Huni, City View Kuningan Road","Kuningan, Jakarta Selatan",2,2,96 m²," 4,000,000,000"
Apartemen Metro Park Residence 2 kamar furnish cantik,"Kedoya, Jakarta Barat",2,1,53 m²," 1,200,000,000"
Apartemen kuningan palace,"Kuningan Barat, Jakarta Selatan",1,1,34 m²," 950,000,000"
Dijual Apartemen Signature Park Grande Apartment,"Kramat Jati, Jakarta Timur",2,1,44 m²," 1,100,000,000"
Jual Murah apartement di Cilandak Jakarta Selatan,"Cilandak, Jakarta Selatan",3,2,142 m²," 2,850,000,000"
JUAL APARTEMEN CIPUTRA INTERNASIONAL CENGKARENG JAKARTA BARAT FURNISH,Jakarta Barat,2,2,82 m²," 2,100,000,000"
Apartemen The Summit Kelapa Gading 3 Kamar View Lepas,"Kelapa Gading, Jakarta Utara",3,2,158 m²," 3,700,000,000"
Jual Condominium Green Bay 1 BR Furnish Bagus,"Penjaringan, Jakarta Utara",1,1,44 m²," 750,000,000"
Jual Condominium Greenbay Pluit 2 kamar furnish view pool,"Penjaringan, Jakarta Utara",2,2,74 m²," 1,250,000,000"
Pakubuwono House,"Kebayoran Baru, Jakarta Selatan",3,2,189 m²," 6,000,000,000"
Pakubuwono View,"Kebayoran Baru, Jakarta Selatan",2,2,153 m²," 4,500,000,000"
Pakubuwono Spring,"Kebayoran Baru, Jakarta Selatan",2,2,170 m²," 8,200,000,000"
DIJUAL Ancol Mansion 66m2 (Furnish-Hadap City),"Ancol, Jakarta Utara",1,1,66 m²," 999,000,000"
"Apartemen Pondok Indah Residences 3 Kamar, Promo Agustus",Jakarta Selatan,3,3,156 m²," 8,300,000,000"
"Apartemen siap huni, DIJUAL CEPAT, LOKASI SANGAT STRATEGIS","Pulo Gadung, Jakarta Timur",3,2,90 m²," 1,100,000,000"
"DIJUAL APARTEMEN SUDIRMAN PARK, JAKARTA PUSAT",Jakarta Pusat,1,1,54 m²," 1,600,000,000"
Apartemen Residence 8 Senopati,"Kebayoran Baru, Jakarta Selatan",4,3,255 m²," 11,500,000,000"
"Apartmen Taman Rasuna, 3br, siap huni, view podium","Kuningan, Jakarta Selatan",4,2,90 m²," 1,550,000,000"
dijual apartemen ready Jakarta barat,"Puri Indah, Jakarta Barat",1,1,30 m²," 579,000,000"
Jual BU Cepat Apartemen Green Sedayu Tipe Studio FULL FURNISHED,"Cengkareng Barat, Jakarta Barat",1,1,28 m²," 760,000,000"
Apartement Strategis Di Pusat Kota,"Daan Mogot, Jakarta Barat",1,1,34 m²," 465,000,000"
Apartement Strategis Di Pusat Kota,"Kemayoran, Jakarta Pusat",1,1,45 m²," 1,750,000,000"
Pakubuwono Spring,"Kebayoran Lama, Jakarta Selatan",2,2,170 m²," 7,500,000,000"
Dijual Apartemen Cantik The Mansion Kemayoran,Jakarta Utara,2,1,76 m²," 1,400,000,000"
dijual apartemen ready 2kamar,"Puri Indah, Jakarta Barat",2,1,62 m²," 960,000,000"
DIJUAL APT Royale Springhill 165m2 (Private Lift-Modern LUX),"Kemayoran, Jakarta Pusat",2,2,165 m²," 2,900,000,000"
DIJUAL APT Royale Springhill 165m2 (Private Lift),"Kemayoran, Jakarta Pusat",2,2,165 m²," 2,680,000,000"
Apartemen Paladian Park 3 BR Kelapa Gading Dijual Cepat Super Bagus,"Kelapa Gading, Jakarta Utara",3,2,101 m²," 1,650,000,000"
Apartemen Ancol Mansion Sea View Spektakuler,"Ancol, Jakarta Utara",2,2,132 m²," 2,000,000,000"
Dijual Apartmen signature park grande Murah dan Lokasi Strategis,"Cawang, Jakarta Timur",1,1,26 m²," 690,000,000"
Dijual Apartment Capital Residence,"Kebayoran Baru, Jakarta Selatan",2,2,150 m²," 7,900,000,000"
Di Jual Apartement Cosmopolitan tower  Kemang Village Jakarta selatan,"Kemang, Jakarta Selatan",2,1,142 m²," 4,500,000,000"
Apartemen The Peak Setiabudi,Jakarta Selatan,3,2,135 m²," 3,800,000,000"
dijual apartemen ready full furnished,"Puri Indah, Jakarta Barat",1,1,30 m²," 579,000,000"
Dijual Apartment Menteng Park,"Menteng, Jakarta Pusat",1,1,40 m²," 2,000,000,000"
Apartemen Signature Park Grande,"MT Haryono, Jakarta Selatan",2,1,49 m²," 1,600,000,000"
Apartemen The Summit Kelapa Gading 3 Kamar Jual Cepat,"Kelapa Gading, Jakarta Utara",3,2,150 m²," 3,500,000,000"
Pakubuwono Spring,"Kebayoran Lama, Jakarta Selatan",2,2,170 m²," 7,800,000,000"
Pakubuwono Menteng,"Menteng, Jakarta Pusat",3,3,260 m²," 16,500,000,000"
DIJUAL Ancol Mansion 50m2 (Furnish-Hadap Kota),"Ancol, Jakarta Utara",1,1,50 m²," 700,000,000"
DIJUAL Ancol Mansion 122m2 (Hadap KolamRenang + Laut),"Ancol, Jakarta Utara",2,2,122 m²," 1,900,000,000"
Dijual Apartemen Pantai Mutiara view Laut,"Pluit, Jakarta Utara",3,2,111 m²," 2,500,000,000"
Jual studio Green Bay Pluit furnish,"Penjaringan, Jakarta Utara",1,1,21 m²," 300,000,000"
Jual Apartemen Green Bay Pluit 2 Kamar Furnish Bagus,"Penjaringan, Jakarta Utara",2,1,35 m²," 450,000,000"
Jual Apartemen Green Bay Pluit 2 Kamar Furnish bagus,"Penjaringan, Jakarta Utara",2,1,35 m²," 390,000,000"
Dijual Apartment Menteng Park,"Menteng, Jakarta Pusat",1,1,33 m²," 1,300,000,000"
Dijual Apartment Residence 8 Senopati,"Kebayoran Baru, Jakarta Selatan",1,1,76 m²," 3,000,000,000"
Dijual Apartment Menteng Park,"Menteng, Jakarta Pusat",1,1,33 m²," 1,250,000,000"
Dijual Apartment Menteng Park Tower Diamond,"Menteng, Jakarta Pusat",1,1,32 m²," 985,000,000"
dijual Apartemen tanpa dp,"Puri Indah, Jakarta Barat",1,1,32 m²," 490,500,000"
dijual Apartemen 2kamar tidur,"Pantai Indah Kapuk, Jakarta Utara",2,1,39 m²," 921,000,000"
3B Apartemen Menara Marina Kondominium,"Pluit, Jakarta Utara",3,2,120 m²," 2,500,000,000"
Jual Apartemen Green Bay 3 Kamar Furnish View City,"Penjaringan, Jakarta Utara",3,1,49 m²," 590,000,000"
di jual 2 kamar apartemen green bay,"Pluit, Jakarta Utara",2,1,37 m²," 420,000,000"
Pakubuwono Signature,"Kebayoran Baru, Jakarta Selatan",4,4,385 m²," 22,500,000,000"
Apartemen Pondok Indah Residences,"Pondok Indah, Jakarta Selatan",3,3,178 m²," 8,300,000,000"
"Apartemen Southgate Residences, by Sinarmas Land, Jakarta Selatan","Tanjung Barat, Jakarta Selatan",2,1,68 m²," 2,040,000,000"
"Apartemen Southgate Residences 2Br+Miss Private Lift, Jakarta Selatan","TB Simatupang, Jakarta Selatan",2,2,122 m²," 4,600,000,000"
Apartemen Gading Nias Residence,"Pegangsaan Dua, Jakarta Utara",2,1,35 m²," 225,000,000"
dijaul apartemen tipe studio gading nias residence jakarta utara,"Pegangsaan Dua, Jakarta Utara",1,1,21 m²," 170,000,000"
Dijual/Disewakan Apartemen Grand Madison,"Tanjung Duren, Jakarta Barat",2,2,78 m²," 3,300,000,000"
Dijual Apartment The Mansion at Kemang,"Mampang Prapatan, Jakarta Selatan",1,1,60 m²," 1,950,000,000"
Dijual Apartemen The Elements 3 BR+ Private Lift Luas Nyaman Mewah di Kuningan,"Kuningan, Jakarta Selatan",3,3,186 m²," 6,850,000,000"
